original,suggested_normal
0.006654049399104594,0.00018913744720134892
-0.006471826588627089,0.03985786146310952
-0.015204098421265771,0.04253006863601712
-0.014231814374660215,0.012649124117679647
6.377794365511607e-05,-0.005794493182824667
0.028790532781705604,-0.018576069747317625
0.06995170973437588,-0.03314791272797596
-0.08163852433100358,-0.010172103700631126
-0.03382795189236002,0.0031871759870074567
0.003779596152447446,0.00867232790906577
0.020782080614678823,0.010025924849098299
0.007007285541460629,0.010457825849929044
0.15411432664789687,0.010618963758921072
0.05837546454541392,0.008020014091121857
-0.07538573310630721,-0.0018218228272993263
-0.23005082074547484,-0.02296814883207745
-0.17534306498037566,-0.011295552576432898
-0.07262752991934919,-0.008247941822447176
0.11383371690600101,-0.005698622211692513
0.20190123519958902,0.006705866377084099
0.3787739574622575,0.03812542970629133
0.197166003293202,0.0029793347824396735
-0.015323729776095509,-0.01013265298174792
-0.33475400515290293,-0.008906036256658785
-0.41431535924599333,-0.004853401642534423
-0.2631764039038174,-0.010037898421339729
-0.03985754397789586,0.011289477062598354
0.13648274274888308,0.009656065150617805
0.36101427533611363,-0.013253871822285455
0.5143446889737605,-0.005095723297136135
0.040913860203056686,-0.00011586018584600325
-0.2580153243067687,0.013381454138002001
-0.21651302241588985,-0.0003693830808117165
-0.2875316484491485,0.008201214776554234
-0.12654579547764266,-0.007808132048885068
0.2184383255965479,-0.01094560404448684
0.309408910290447,-0.01305382219658097
0.11693250590142278,0.017625435169182
0.01972852299095434,0.02403859120153164
-0.1921401796586991,-0.0014466582974906005
-0.31192525108164243,-0.01472270153573252
-0.11305683625003678,-0.008967640441350943
0.04771393417257818,-0.01513759213647666
0.22012167603683322,-0.01430443916574452
0.2465869313789017,0.012812149952478605
0.15069947389999724,0.03558462611822528
-0.066991405189517,0.014367605435201625
-0.22450026562541303,-0.011069430360984081
-0.1481078474787235,-0.01049285141322317
-0.06151122695634472,-0.0043672543255775026
0.020916154849624894,-0.013480905534070912
0.09494545878161562,-0.008938846815228317
0.16274771107395403,0.0007738952537024756
0.027709243946552883,0.015801462540464575
-0.10929515850273647,-0.0014943165027013281
-0.05095000867246862,0.006148267951346723
-0.0024573819910433505,0.007251154428858073
0.03024395475805934,0.014323242982679868
0.04209008026499708,-0.008016977070043846
0.03024498362681065,-0.008134120244048922
-0.004552485738221168,-0.02759486117928699
-0.056725794578565976,-0.020261287192275077
-0.11536797260835222,0.012259246816801319
0.03450180924659501,0.020060305699130636
0.008386241901113638,0.03991208125139649
0.016982215924891218,0.015430495463227504
0.06070159084278978,-0.02010086996685526
0.1261912768643195,-0.030484290196291414
-0.013284671634798278,-0.018447006710718326
0.007228094919509871,-0.024237711856881502
-0.046541119040254375,0.008279286574186062
0.0028700134750202387,0.04707102657855359
-0.04550720939742801,0.012018571596159213
-0.16542688979971487,-0.0034213189462545643
-0.1044384714293398,-0.0043198760117518515
0.007268130307628211,-0.002309453828502329
0.04105601473902274,-0.011598191676745173
0.050411420054422874,0.0009627271154641359
0.25319335049641084,-0.01545007277867786
0.2214286612117486,-0.013063959242044265
0.08320210901620005,0.018554551109250732
-0.0620210051465647,0.00441620248648908
-0.11772538402867559,0.005372140161794448
-0.3615007551013081,0.03323388274372771
-0.22214505721089736,0.002640152676102713
-0.07058157169334373,-0.044177737054449814
-0.028160813677733435,-0.02623565683475497
0.2099623653560491,-0.003076112373453415
0.34395046410619146,0.009897021481266154
0.2411324332961148,0.042961873490572844
0.11979934156210487,0.03829405067358699
-0.05027763475466304,-0.011560116848493165
-0.33207034111235506,-0.013874038335399073
-0.19718887789167946,-0.04700935611017762
-0.1027675463427938,-0.043748698478461606
-0.07713570042488532,-0.020123938604712312
0.0822858200161666,0.052040844834374406
0.20036876311299542,0.055505076906162756
0.10996082810907572,0.037537505322452994
0.037931109087055444,-0.007903973480041066
-0.003737872205442254,-0.010968947945471588
-0.019918021386230802,-0.04605809068928732
-0.02822475518883744,-0.029598589944948538
-0.05140329279610976,-0.02265036446143946
-0.10929035963643015,0.01689004109024736
-0.012991469586350012,0.03441822263656387
0.03719728558010284,0.028764211256785327
0.05008748834592076,-0.02587563619809343
0.03943350952851144,-0.01887644572840371
0.019248886717824435,0.02453971651909148
0.0002648302097693823,0.008845061467061545
-0.01166292907656732,0.0055127105639494614
-0.015288740986020382,0.013830003796905181
-0.012519112713258621,0.0056669088334487085
-0.00658891287000937,-0.049709961044480104
-0.0005350578591027847,-0.028076725485423594
0.0036877477338625314,-0.017909799967864994
0.005420706529716836,0.002483721405013832
0.005029124027307515,0.017930494279793017
0.003410484707949686,0.05591551293623023
0.0015174910871353026,0.04199574983416093
3.952938368478756e-05,0.021188922206759518
-0.0007162776185646521,-0.020073299984703405
-0.000780681410527093,-0.0570115957382276
-0.00038848245603057485,-0.06144803446550323
0.00017002926279465738,-0.04017075234662691
0.0006604274164250195,0.011827073728606339
0.0009569630940332316,0.06174036144667672
0.0010415875084526123,0.07724160141985069
0.0009690691180731766,0.018581347701804512
0.0008216049416862896,-0.02878074150864957
0.0006713543691809786,-0.021994468196578246
0.000560424534937094,-0.03102179640337364
0.0004990571405405482,-0.020785235276584733
0.0004766191107363385,0.0005629348086374647
0.0004773230129536812,0.008405141199507351
0.0004930133503385985,0.00307117369514534
0.0005278822388686285,0.01950049316937712
0.0005935786006546106,-0.014552495205430222
0.0006969593919856539,-0.006524700405110919
0.0008259374067202234,0.02895812206176625
0.0009407422784841791,0.0069899417132014375
0.0009776205781977792,-0.009305738779150976
0.0008688975014755384,0.03613460696371913
0.0005773307337422586,0.045412284852493365
0.00013483675599761514,-0.03303620199343986
-0.00033159114076616153,-0.06307822713801968
-0.0006070011426504834,-0.10464449862633586
-0.0004439253829363997,-0.11182885765853672
0.0003336530778206086,-0.006482458588162679
0.0017013538244366692,0.16818410438165585
0.0033298450781469786,0.28534854443615293
0.0045705378918544995,0.27251200277616905
0.004591034200093802,-0.26942677512700924
0.002680518924273384,-0.21640605965624468
-0.0013268428777329002,-0.16592341762956658
-0.006651093137593731,-0.18169784946541065
-0.011400310557321098,-0.1764250094284847
-0.012860945430307616,0.3600240872008684
-0.008375242716913225,0.31264546917811503
0.0032678038977174985,0.21980994052691838
0.020280710364097863,-0.07851820364353063
0.036774721879000265,-0.0620399503406759
0.04280889767831401,-0.12344330936001507
0.026085489566137255,-0.2844417924712065
-0.024777721851290513,-0.20996633382704025
-0.11625968382637308,0.0849649962340666
-0.046749668965365886,0.13676462859936234
-0.0057085801745627,0.17167920403372805
0.02411532345829792,0.22270992525868893
0.06208801847399849,0.027714520728635113
0.12454882757776703,-0.02410478410651531
0.02127730629711932,-0.1993949849881502
-0.04503171966232782,-0.15365699405542482
-0.0763781289835942,-0.13642168861706208
-0.07571852203500753,0.09349440092219173
-0.04405876142413352,0.036126232657902525
0.020045701076977486,0.1686981422286367
0.11844130774822689,0.12000766164187189
0.050081475397560776,0.047585081558258246
0.008422029764087052,-0.16925756199429257
-0.01906377107398942,-0.10286884485072688
-0.04908586499601206,-0.08782176098039354
-0.09947645359869062,-0.004699904420167637
0.013681731963480954,0.09182670089341337
0.0777837865235556,0.10130815015526465
0.0843753193071265,0.06976358254127264
0.02968169294551092,0.012196616338643091
-0.0841663555622927,-0.06772013103767127
-0.04732640136753337,-0.08429976918506636
-0.041032490989014216,-0.03916849339859686
-0.03845455223340655,-0.03331144936196538
-0.00842212603232511,0.00021977543622976183
0.0784321991258602,0.049068505676124974
0.0427262066679096,0.05206478696613949
0.09081089696358689,0.06841936805300217
0.01268980040961754,0.046669594951738266
-0.015665413512331035,0.009804759912434938
-0.026125241751604026,-0.06790056360111547
-0.05018935954272379,-0.10894878534724269
-0.1112856045932498,-0.10290663979709967
-0.01994736795349768,-0.024693694356351006
0.026732938711799725,0.05204762018445707
0.041456845679822246,0.13110604590587002
0.040402574997509245,0.1938879190442904
0.03655574978583129,0.011244151553106733
0.03490271999761054,-0.12055497962605025
0.030913733729860626,-0.1386715736639593
0.012655687689075101,-0.09365133109478603
-0.034232127598520574,-0.06893534540488515
-0.1203992618093062,0.09885208817455306
-0.04769019211911384,0.18076954695314953
-0.0070662280820972334,0.1071327777626898
0.019576288718499466,-0.02121117774607086
0.05436673420094481,-0.10023636374235825
0.11716211584835266,-0.11858034909309909
0.020372120804172732,-0.10361531020978286
-0.03332428850355832,0.0072540049039989994
-0.049951348103058665,0.09447315387329895
-0.040882335106458924,0.11561231606532275
-0.018874846979501755,0.1039146204836379
0.004999885461958789,0.029607821175664305
0.022863005959101186,-0.08604962382005833
0.03018983185129037,-0.129608995777471
0.02537288741827609,-0.09068369685156963
0.009444546407842667,-0.06783971735896849
-0.013689836667980695,-0.0020117779705474746
-0.03674417387149066,0.11229840668816284
-0.048973855071507456,0.20996227290889685
-0.03732357831707126,0.11285948947371977
0.010817066826978911,-0.039732400951816134
0.10368751663102907,-0.13455576179325587
0.041346870346437505,-0.09884493272379054
0.013614833826353584,-0.1357967822893087
0.000911498716160972,-0.0675644856083515
-0.021962943645433147,0.056550592297077144
-0.08018928223562688,0.16023851434111877
0.006883776479989351,0.15709589968300022
